avalanche.id;date;date.quality;hydrological.year;canton;local.name;start.zone.coordinates.x;start.zone.coordinates.y;coordinates.quality;start.zone.elevation;start.zone.slope.aspect;start.zone.inclination;forecasted.dangerlevel;number.dead;number.caught;number.fully.buried;activity
21929;08.01.2007;0;2006/07;SG;Wildsee / Pizol;9.398529227374516;46.97013093576792;25;2570;W;42;3;1;1;1;tour
21943;13.02.2007;0;2006/07;VD;;7.003286262502006;46.360286619565784;25;2000;ESE;NA;3;1;1;1;offpiste
21944;14.02.2007;0;2006/07;VS;;7.197225144509874;46.039217816602054;25;2300;NNW;45;3;2;2;2;offpiste
21952;16.02.2007;0;2006/07;VS;;7.540071827070176;46.19811344343762;25;2660;E;40;3;1;1;1;offpiste
21981;04.03.2007;0;2006/07;GR;;9.815799217630518;46.857751423159854;25;2440;NE;38;3;1;1;1;offpiste
21982;04.03.2007;0;2006/07;VS;;7.800879417069084;45.988878831398054;25;3220;W;36;3;1;1;1;offpiste
21985;04.03.2007;0;2006/07;VD;La Pare / La Tournette / La Para;7.153578090247958;46.38266087696754;100;2400;NE;NA;3;1;2;1;tour
22000;10.03.2007;0;2006/07;VS;;7.35420570019084;46.34475690826469;100;2800;NNW;NA;2;1;3;2;tour
22011;12.03.2007;0;2006/07;VS;Stockhorn / Triftji / verlorenes Tal;7.827423808233422;46.00138427349841;25;2740;NW;30;2;1;1;1;tour
22020;24.03.2007;0;2006/07;VS;Mont Bonvin / Plaine Morte / Skigebiet Montana;7.518553130082025;46.36715913346996;25;2460;E;35;3;1;4;1;offpiste
22021;25.03.2007;0;2006/07;OW;Galtiberg / Titlis;8.429282047192071;46.784730723322724;25;2500;NW;NA;3;1;1;1;offpiste
22023;25.03.2007;0;2006/07;GR;;9.956094429425592;46.70872194525484;25;2620;N;38;2;1;1;1;tour
22043;12.07.2007;0;2006/07;BE;Jungfrau / Rottalsattel;7.9636326130878;46.53509314997397;25;4000;SE;NA;NA;6;14;0;tour
22214;04.12.2007;0;2007/08;FR;Tsermon;7.141004794521146;46.54194059813906;25;1970;N;NA;3;1;1;1;tour
22219;03.01.2008;0;2007/08;BE;;7.521559438833403;46.420860978757325;25;2200;NNE;40;2;1;1;1;tour
22239;13.01.2008;0;2007/08;GR;Diavolezza - Persgletscher;9.964505533921306;46.409049869881784;25;2830;SW;34;4;1;1;1;tour
22242;13.01.2008;0;2007/08;GR;Schwarzhorn / Skigebiet Parsenn;9.811005768334802;46.847231401036964;25;2480;WNW;38;3;1;3;2;offpiste
22257;15.01.2008;0;2007/08;VS;;7.781981260128489;46.00036230598402;100;2520;NE;41;3;1;1;1;offpiste
22266;19.01.2008;0;2007/08;VS;;7.800422559697627;46.0369172926586;25;3100;SW;40;3;1;3;1;transportation.corridor
22308;18.03.2008;0;2007/08;GR;Piz Bleis Marscha;9.720148618097113;46.56974132304956;25;3110;ENE;NA;2;1;1;1;tour
22344;16.04.2008;0;2007/08;GR;Piz Paradisin;10.11281783131517;46.424370654547396;25;3060;SW;35;2;1;4;2;tour
22345;19.04.2008;0;2007/08;VS;Couloir des Doigts / Dents-du-Midi;6.923650162692997;46.16190090092608;100;2950;NW;52;2;1;3;0;tour
22356;03.05.2008;0;2007/08;AI;Wildkirchli / Alp Obere Bommern;9.41440649206524;47.286899997491396;25;1450;E;NA;2;1;1;0;tour
22361;06.05.2008;0;2007/08;UR;Windeggen-Tunnel / Klausenpassstrasse;8.799979271926608;46.8722387163926;25;1590;S;44;1;1;2;0;transportation.corridor
22505;26.11.2008;0;2008/09;VD;Les Diablerets;7.218899574600752;46.333780200801186;100;2780;WNW;38;2;1;1;1;offpiste
22511;08.12.2008;0;2008/09;VS;;7.332461119166864;46.087003494306735;25;2743;NE;38;3;1;3;1;offpiste
22520;14.12.2008;0;2008/09;AI;Alp Sigel;9.4499714993077;47.276603670086644;25;1570;SE;32;3;1;2;0;tour
22522;14.12.2008;0;2008/09;VS;;7.018205864915382;46.03792733956171;250;2200;SW;37;3;1;3;1;tour
22527;21.12.2008;0;2008/09;VS;Illhorn;7.606999762706152;46.25882599804176;25;2447;W;43;3;1;2;1;offpiste
22538;23.12.2008;0;2008/09;GR;Parpaner Rothorn;9.603866270319548;46.74209583791056;25;2840;S;43;3;1;1;1;offpiste
22543;20.01.2009;0;2008/09;VS;;7.718988333379989;45.99990750190009;25;2250;NE;39;3;1;3;1;offpiste
22554;25.01.2009;0;2008/09;VS;;7.330558167433339;46.08827009220561;25;2780;NE;38;3;1;2;1;offpiste
22558;25.01.2009;0;2008/09;BE;;8.262831947560343;46.746614512186994;25;2200;N;40;3;1;2;1;offpiste
22576;11.02.2009;0;2008/09;VS;Lac de Cleuson;7.326375350440592;46.110314490670724;25;2240;W;33;3;3;4;4;tour
22584;15.02.2009;0;2008/09;GR;Schlappiner Spitz;9.915866917510435;46.9224952727911;25;2380;W;41;3;2;3;3;tour
22588;16.02.2009;0;2008/09;GR;Pischa / Pischaboden;9.909125898000296;46.81590323830594;25;2380;NNE;45;3;1;1;1;offpiste
22604;28.02.2009;1;2008/09;SG;;9.511865114443886;47.28738342557782;25;725;SE;NA;3;1;1;1;tour
22625;07.03.2009;0;2008/09;LU;Heiligkreuz / First;8.053297807514108;46.94066716191189;25;1455;NW;37;3;1;1;1;offpiste
22631;11.03.2009;0;2008/09;LU;Napf;7.939694226795908;47.004772609718046;25;1400;N;NA;3;1;1;1;tour
22635;14.03.2009;0;2008/09;VS;Mont Noble / Tour de Bonvin;7.493706732257492;46.21163923822733;25;2300;NE;39;3;1;1;1;tour
22636;14.03.2009;0;2008/09;SG;Glattchamm;9.220498566913824;47.15460332049441;100;1680;NW;NA;3;1;1;1;tour
22637;20.03.2009;0;2008/09;VS;Petit Combin / Boveire;7.244830897784725;45.982098502962245;25;2690;NW;35;2;1;1;1;tour
22641;01.04.2009;0;2008/09;GR;Piz Munschuns / Pasterblaunas;10.382386759737866;46.97328755323151;25;2440;N;39;2;1;1;1;offpiste
22642;01.04.2009;0;2008/09;BE;Inner Ueschine / Uf de Wenge / Balme;7.626108823912388;46.467423536104654;500;1900;ESE;45;2;1;2;1;tour
22663;27.04.2009;0;2008/09;VS;;7.035105557615648;46.00583022525203;25;3000;NW;41;2;1;7;3;tour
22665;25.05.2009;0;2008/09;VS;Fallgletscher;7.888070336652259;46.108567497240266;25;3270;S;33;NA;1;1;0;tour
22668;13.06.2009;0;2008/09;GR;;9.96801573394143;46.37828018380893;25;3770;SE;45;NA;3;3;0;tour
22804;21.12.2009;0;2009/10;VS;;6.965045437005283;46.03445994819479;25;2150;N;45;3;1;2;1;offpiste
22833;03.01.2010;0;2009/10;VS;;7.20062111628235;46.0305894406538;25;2380;ESE;48;3;1;2;1;tour
22835;03.01.2010;0;2009/10;BE;Bodezehore;7.539121708627191;46.526814979576564;25;2320;NW;39;2;7;12;12;tour
22848;31.01.2010;0;2009/10;SG;;9.204996180759867;47.15646195100377;25;1680;NE;NA;3;1;1;1;tour
22852;31.01.2010;0;2009/10;VS;;7.536177831193334;46.193888176131416;25;2740;SE;NA;3;1;1;1;offpiste
22853;31.01.2010;0;2009/10;BE;Geils / Skigebiet Adelboden;7.505207975303427;46.451906116603844;25;1810;NW;NA;3;1;1;1;offpiste
22858;04.02.2010;0;2009/10;BE;;7.86391283921882;46.6098137612788;25;2170;N;45;3;1;1;1;tour
22870;07.02.2010;0;2009/10;GR;Mattjisch Horn;9.72169233367991;46.85057993507185;25;2390;WSW;39;3;1;2;1;tour
22883;14.02.2010;0;2009/10;GR;Fuorcla Grevasalvas;9.709801221348984;46.43828605264904;25;2640;S;33;2;1;2;2;tour
22891;20.02.2010;0;2009/10;BE;Nideri Sulegg;7.842023669092222;46.61529087553915;25;2100;WNW;40;2;1;1;1;tour
22893;20.02.2010;0;2009/10;UR;Stelliboden - Muttenreuss;8.47349230900635;46.560294897386555;25;2170;NW;48;3;1;1;1;tour
22894;20.02.2010;0;2009/10;GR;;9.248654912148004;46.6129449914094;25;2364;ESE;NA;3;2;9;4;tour
22895;21.02.2010;0;2009/10;GR;Cna Lischana CAS;10.335415602792814;46.768170616372466;25;2470;WNW;37;3;1;1;1;tour
22902;25.02.2010;0;2009/10;GR;;9.534452126200645;46.47171715149297;25;2360;NW;31;3;1;1;1;tour
22908;27.02.2010;0;2009/10;VS;;7.212286133908774;46.051662730349676;25;1625;NE;40;3;1;1;1;offpiste
22909;28.02.2010;0;2009/10;GR;;9.751491817369073;46.806243702798206;25;2225;NNE;44;3;1;1;1;tour
22910;26.02.2010;0;2009/10;VS;Augstbordhorn;7.803285031974281;46.23337316139116;25;2810;NNE;NA;3;1;1;1;tour
22946;03.04.2010;0;2009/10;GR;Piz Kesch;9.873454305786867;46.62137238064326;25;3350;E;NA;3;1;2;0;tour
22954;05.04.2010;0;2009/10;TI;Monte Bar;9.022318436047454;46.1093159928586;25;1610;SSE;NA;3;1;1;1;tour
22961;07.04.2010;0;2009/10;VS;Col des Arpettes;7.6690517496041055;46.15654242976563;25;2950;NW;36;2;1;2;1;tour
22965;18.04.2010;0;2009/10;VS;;7.7907478905833045;45.958776301617746;100;2780;NNE;35;1;1;2;1;offpiste
22977;06.06.2010;0;2009/10;BE;;7.742591600689049;46.48403859627018;25;2520;N;35;NA;1;3;0;tour
23016;19.12.2010;0;2010/11;UR;Grundplanggen / Brunni;8.750707236009239;46.831474866298954;250;1700;E;40;3;1;1;1;tour
23023;27.12.2010;0;2010/11;UR;Vordere Felli / Oberalp;8.650582172928;46.663805779347605;25;2280;SE;39;3;1;1;1;tour
23034;16.01.2011;0;2010/11;GL;;9.093503353823936;46.916414177871474;100;2750;SW;39;2;1;3;1;tour
23038;31.01.2011;0;2010/11;BE;Vordere Loner;7.598356104012581;46.45999983031725;250;2870;SW;40;2;2;2;2;tour
23043;05.02.2011;0;2010/11;UR;;8.569937796270768;46.831337867216625;25;1680;NNE;37;2;1;1;1;tour
23054;01.03.2011;0;2010/11;BE;Stiereberg / Mittaghore;7.27113973361809;46.36535442512662;100;2080;NE;42;3;1;3;2;tour
23055;01.03.2011;0;2010/11;VS;Mont Bonvin;7.509710375201342;46.36230736140506;100;2925;NE;43;3;1;1;0;offpiste
23074;12.03.2011;0;2010/11;VS;Triftji / Stockhorn;7.828009787724976;46.00210189940691;25;2740;WNW;31;2;2;3;3;tour
23075;13.03.2011;0;2010/11;VS;Bourg St Bernard;7.202872386240312;45.8978220249692;100;2120;NE;38;3;2;2;2;tour
23076;10.03.2011;0;2010/11;BE;Nideri Sulegg;7.844959872591728;46.61514556141239;25;2270;NW;40;2;1;1;1;tour
23078;20.03.2011;0;2010/11;BE;Widderfeld / First;8.048285639640898;46.67151613994235;100;2430;SW;40;3;1;1;1;offpiste
23090;19.03.2011;0;2010/11;GR;;9.954979047592351;46.787182936696425;25;2770;W;39;3;3;4;4;tour
23113;26.03.2011;0;2010/11;VS;;7.22528739432599;45.93106774900814;100;2190;NE;36;3;5;10;9;tour
23115;01.04.2011;0;2010/11;VS;;7.649289876616569;46.1741860716315;100;2820;NW;37;2;3;7;4;tour
23116;20.03.2011;0;2010/11;VS;;7.81114732880067;45.96179610437243;25;2630;WNW;37;3;1;2;1;tour
23200;07.12.2011;0;2011/12;VS;Felskinn / Skigebiet Saas Fee;7.9129078249685385;46.06465609884802;250;3100;N;NA;NA;1;2;2;transportation.corridor
23202;11.12.2011;0;2011/12;VS;Monte Moro;7.963908035339818;45.99948090515615;25;2970;NE;NA;3;1;2;1;tour
23206;20.12.2011;2;2011/12;VS;Planuit / Buitonne;7.11174538005954;46.16350250662189;1000;2000;SE;NA;NA;1;1;1;transportation.corridor
23213;23.12.2011;0;2011/12;GR;Piz Picuogl / Val Bever / Chamanna Jenatsch;9.719231737522342;46.52663436407469;25;2690;NE;43;3;1;1;1;tour
23223;29.12.2011;0;2011/12;GR;;9.786586516712546;46.525055153723756;25;2995;E;38;3;1;2;1;tour
23231;03.01.2012;0;2011/12;GR;Juferhorn / Mugmolbach;9.57924533213905;46.4219711847293;100;2820;NE;41;3;2;4;3;tour
23270;27.01.2012;0;2011/12;UR;Felsental;8.588653419971434;46.62144397770489;25;1800;NW;45;2;1;1;1;offpiste
23286;08.02.2012;0;2011/12;NW;Pilatus;8.251178726445728;46.980590287570124;25;1940;NW;37;2;1;1;1;tour
23287;09.02.2012;0;2011/12;GR;;9.763100208921795;46.798871768896625;25;2300;NNE;NA;3;1;1;0;tour
23288;10.02.2012;0;2011/12;VS;Sidelhorn;8.3170144307222;46.550824424198545;25;2530;SE;37;3;1;2;1;tour
23293;12.02.2012;0;2011/12;GR;Haldensteiner Calanda / Calandasiten;9.47303080577516;46.89156426819977;25;2499;E;42;3;1;1;0;tour
23302;17.02.2012;0;2011/12;GR;;9.818942971490298;46.82947217743207;25;2480;NE;45;3;1;1;1;offpiste
23321;24.02.2012;0;2011/12;NW;Stanserhorn / Grosslangzug;8.356511362637745;46.93733495562938;25;1340;N;35;2;1;1;1;transportation.corridor
23359;17.04.2012;0;2011/12;VS;Col de Vijivi;7.659847648774084;46.19461307577691;25;2900;NW;44;2;1;2;1;tour
23364;23.04.2012;0;2011/12;FR;Schafarnisch;7.368219218384337;46.65547202218001;25;2100;NNW;NA;2;1;2;0;tour
23365;09.04.2012;0;2011/12;VS;;7.2448722199292295;45.89402582002365;25;3500;WSW;43;3;1;1;0;tour
23366;17.04.2012;0;2011/12;GR;Piz Linard;10.070350157120501;46.79786693248116;25;3305;S;NA;2;1;3;1;tour
23367;25.04.2012;0;2011/12;VS;Col des Gentianes / Louettes Econdoue;7.3021780513177434;46.094365590669675;25;2800;N;NA;3;1;1;1;offpiste
23600;12.11.2012;0;2012/13;GR;Diavolezza / oberhalb Lej da Diavolezza;9.971466279051336;46.41767906713022;100;2740;N;NA;NA;1;1;1;offpiste
23601;27.10.2012;0;2012/13;GR;Piz Bernina / La Spedla;9.908473577664031;46.38009695223125;250;3950;NE;NA;NA;1;1;1;tour
23624;23.12.2012;0;2012/13;SG;Gamidaurspitz;9.396560319159612;46.997950179351186;25;2260;NNE;43;4;1;1;1;tour
23658;19.01.2013;0;2012/13;BE;;7.712795944210991;46.54087732527788;100;2690;W;38;2;1;2;1;tour
23664;19.12.2012;0;2012/13;VS;;7.28978784534836;46.1050458973767;25;2525;NE;NA;3;1;4;1;offpiste
23666;29.01.2013;0;2012/13;FR;Teysachaux / Tremetta;6.9967336645294695;46.535982986221136;500;1750;NA;NA;3;1;1;1;tour
23669;24.01.2013;0;2012/13;GR;Piz Mosch / Val digl Guert;9.626742175704676;46.70903791069125;100;2250;E;41;2;1;1;1;tour
23671;03.02.2013;0;2012/13;VS;Bella Tola / Rothorn;7.645813011652147;46.24105855935953;25;2890;SW;42;3;1;1;1;tour
23680;29.03.2013;0;2012/13;GR;Val da Camp / Val Viola;10.143647351073362;46.40047196292941;25;2370;W;39;2;2;5;4;tour
23687;12.02.2013;0;2012/13;VS;Corne de Sorebois;7.582309178751966;46.15128968881203;250;2600;W;NA;2;1;1;1;offpiste
23688;13.02.2013;0;2012/13;VS;Plan du Fou / Prafleuri;7.289322042309812;46.13329184286099;25;2470;W;42;2;1;1;0;offpiste
23689;13.02.2013;0;2012/13;VS;Bec des Etagnes;7.314886969561452;46.089171655885174;25;3150;SSW;NA;2;2;6;4;offpiste
23697;16.02.2013;0;2012/13;VS;Grands Plans;7.103679700100356;46.0222467105433;25;2160;NNE;45;2;1;1;1;tour
23698;16.02.2013;0;2012/13;VS;Le Touno;7.647998896291083;46.20237181711041;100;2720;S;50;2;1;2;2;tour
23718;04.03.2013;0;2012/13;GR;Tschamut;8.69544931524669;46.654502940010744;25;1890;SE;38;2;1;1;1;tour
23743;19.03.2013;0;2012/13;VS;;6.9635991960344805;46.03738650545992;25;2065;N;44;3;1;1;1;offpiste
23744;12.04.2013;0;2012/13;VS;;8.079733873147982;46.51479681176029;25;3320;S;37;3;1;13;7;tour
23745;13.04.2013;0;2012/13;VS;Matterhorn;7.672583765675072;45.98138436693301;25;3380;SE;NA;2;1;3;0;tour
23746;14.04.2013;0;2012/13;VS;Trugberg;8.018242967376953;46.54040555956758;25;3730;S;42;3;1;2;1;tour
23747;21.03.2013;0;2012/13;GR;Piz Gendusas / Val Strem;8.773872810464233;46.719107921225316;25;2820;SSE;42;2;1;5;2;offpiste
23805;26.12.2013;0;2013/14;UR;Witenwasserental / Schweig;8.492760055566654;46.577237819745534;25;1750;N;25;4;1;1;1;tour
23831;17.03.2014;0;2013/14;VS;;7.713014347778134;46.059292423335386;25;3570;NE;NA;1;2;3;2;tour
23835;09.02.2014;0;2013/14;VS;;7.031569863665629;46.047196805888646;25;2330;NNE;43;3;1;6;2;tour
23836;17.02.2014;0;2013/14;VS;;7.314122415143759;46.112424706509934;25;2210;NE;41;3;1;1;1;offpiste
23842;18.02.2014;0;2013/14;VS;;7.591225989631521;46.13691072547679;25;2785;NNE;NA;3;1;1;1;offpiste
23843;05.01.2014;0;2013/14;VS;Pointe de Masserey;7.491738943877685;46.18645234119506;100;2680;WNW;43;3;4;6;4;tour
23844;05.01.2014;0;2013/14;VS;;7.27774189521196;46.16371701833547;25;2025;NNW;41;3;1;1;0;offpiste
23848;27.12.2013;0;2013/14;GR;Piz Nair;9.788232298462406;46.505896571183726;25;3010;SE;40;3;1;1;1;offpiste
23851;29.12.2013;0;2013/14;VS;;7.099275732511538;45.908324626414874;25;2072;NE;40;3;1;1;1;tour
23852;29.12.2013;0;2013/14;VD;Bas Crots;7.175245570460256;46.28421018107072;100;2050;NNW;37;3;1;1;1;tour
23853;30.12.2013;0;2013/14;VS;;7.484770333606058;46.00117432036891;25;2390;NNE;NA;3;1;1;1;tour
23854;30.12.2013;0;2013/14;VS;;7.081285495311032;46.01101425564755;100;2640;N;43;3;1;1;1;tour
23855;30.12.2013;0;2013/14;GR;;9.766004038821324;46.68199083345127;25;2590;ENE;42;3;1;2;1;tour
23866;19.07.2014;0;2013/14;VS;Pointes de Mourti;7.585078374346255;46.0736269587514;100;3460;N;48;NA;2;6;4;tour
23867;19.07.2014;0;2013/14;VS;Zinalrothorn;7.695314154346091;46.05704037841596;25;3760;S;36;NA;2;2;1;tour
23868;04.08.2014;0;2013/14;VS;Pointe de Zinal;7.632348482840894;46.02396420860037;25;3690;S;NA;NA;1;1;0;tour
24004;20.11.2014;0;2014/15;NW;Oberbauenstock;8.545201107818574;46.931402280595826;25;1850;NW;NA;NA;1;1;0;tour
24006;08.12.2014;0;2014/15;VS;;7.992445234596842;46.19797144992957;25;3170;SE;41;2;1;4;0;tour
24014;20.12.2014;0;2014/15;SG;Pizol;9.386903877967619;46.95911768915513;25;2820;E;NA;3;1;1;1;tour
24036;04.01.2015;0;2014/15;GR;Heidelbergerspitze;10.240739127742264;46.90996202641172;250;2730;ESE;40;3;1;2;2;tour
24037;04.01.2015;0;2014/15;VS;;7.616575272616345;46.24016361111633;25;2513;NW;NA;3;1;1;1;offpiste
24040;06.01.2015;0;2014/15;GR;;9.7066888741839;46.510164169842035;25;3050;S;36;3;1;1;1;tour
24054;18.01.2015;0;2014/15;GR;Piz Nair;9.789260427654247;46.505560316910056;25;2950;SE;37;3;1;3;2;offpiste
24063;29.01.2015;0;2014/15;SG;;9.194385667608017;47.16874328874484;25;1550;SE;NA;3;1;1;1;tour
24064;29.01.2015;0;2014/15;VS;Col des Mines;7.2585445454817;46.1085986481853;25;2380;N;NA;3;1;5;1;offpiste
24065;30.01.2015;0;2014/15;BE;Hahnenmoospass;7.50022685936195;46.45516527512319;25;1875;E;30;3;1;1;1;offpiste
24068;31.01.2015;0;2014/15;GR;Vilan;9.605058073912828;47.01284513326715;25;2340;E;38;3;5;8;7;tour
24069;31.01.2015;0;2014/15;SG;Hinderrugg;9.303406583242918;47.15378384479497;25;2250;W;NA;3;1;1;0;offpiste
24070;31.01.2015;0;2014/15;BE;;7.511084385610347;46.44707196431398;25;1980;NW;38;3;1;1;1;offpiste
24072;31.01.2015;0;2014/15;BE;Chlys Schilthoren, Tistelwang;7.848783208963258;46.55647095589653;25;2380;E;NA;3;1;1;1;offpiste
24083;02.02.2015;0;2014/15;GR;Piz las Palas / Val Segnas;8.796135148268622;46.69923141684277;25;1970;NE;NA;3;1;1;1;offpiste
24093;08.02.2015;0;2014/15;VS;Gspon, Breiti;7.915786617183436;46.22395740845732;25;2320;N;NA;3;1;1;1;tour
24096;10.02.2015;0;2014/15;GR;Piz Daint;10.2773265938942;46.623411721952536;25;2590;SW;33;3;1;1;1;tour
24107;21.02.2015;0;2014/15;VS;Combe des Morts;7.1757037941651385;45.86755540138204;250;2500;N;NA;2;4;5;4;tour
24121;03.03.2015;0;2014/15;GR;Piz Munschuns;10.377778894357506;46.970795339146065;100;2550;N;38;3;1;1;1;offpiste
24126;04.04.2015;0;2014/15;GR;;9.847099627966331;46.78617867760914;100;2260;NE;42;3;1;1;1;offpiste
24151;27.03.2015;0;2014/15;VS;Petit Col de Charmotane;7.471194855738664;45.98568034878361;25;3180;SE;NA;2;1;6;2;tour
24153;28.03.2015;0;2014/15;UR;Chli Griessenhorn;8.488832839611286;46.72901543761134;25;2340;NE;40;2;1;2;2;tour
24156;28.03.2015;0;2014/15;VS;;7.244113983457491;45.893493784887994;250;3500;W;NA;2;1;1;0;tour
24180;12.04.2015;0;2014/15;VS;Pointes des Tsavolires;7.509840287030947;46.16296404137493;25;2980;N;38;2;2;4;4;tour
24185;06.05.2015;0;2014/15;GR;Piz Stgir / Alp Diesrut;9.02577562161004;46.63265509945196;25;2630;NE;45;NA;1;1;1;tour
24201;24.10.2015;0;2015/16;GR;;9.967519145099297;46.37822825883996;25;3782;ESE;42;NA;1;1;0;tour
24219;09.01.2016;0;2015/16;VS;;8.060932737493879;46.2621152270641;25;2543;NW;41;3;2;3;3;tour
24229;16.01.2016;0;2015/16;VS;Combe de Saxon;7.214436428056282;46.12565554787924;25;2250;N;48;3;2;4;1;offpiste
24236;24.01.2016;0;2015/16;BE;Latrejespitz;7.768668915120278;46.59596179733131;25;2400;NW;50;2;1;3;1;tour
24240;30.01.2016;0;2015/16;GR;;9.764935801177776;46.67358902683697;25;2770;NE;36;3;1;3;1;tour
24256;21.02.2016;0;2015/16;VS;Allalin / Hohlaubgletscher;7.9328603874115045;46.05602437267387;25;2860;ESE;NA;2;1;6;1;offpiste
24280;27.02.2016;0;2015/16;SZ;;8.7265872165233;46.94654507483894;25;1680;NNW;NA;3;1;1;0;tour
24301;05.03.2016;0;2015/16;GR;;9.30247061604594;46.611184921220435;100;2660;SW;NA;3;2;2;2;tour
24319;26.03.2016;0;2015/16;BE;Iffigenalp / Mittaghore;7.446307060266125;46.39417372791375;25;1940;NNW;44;1;1;1;0;tour
24322;27.03.2016;0;2015/16;VS;Sulzlicke / Lengtal;8.338935334477808;46.46082540942007;25;2440;NNE;38;2;1;1;1;tour
24326;28.03.2016;0;2015/16;GL;Gulderstock;9.196759668667093;46.99814717445768;25;2150;NNW;37;2;1;2;1;tour
24330;03.04.2016;0;2015/16;GR;Aroser Alp / Verborgnen Weng;9.631736008890853;46.76109105357373;25;2280;ENE;33;3;1;1;1;offpiste
24337;17.04.2016;0;2015/16;VS;Galmilicke;8.185191629242494;46.51284929035678;25;3340;NNW;NA;2;1;6;3;tour
24339;19.04.2016;0;2015/16;VS;Le Portalet;7.0621945108710005;45.98998381574052;25;3100;NNE;NA;3;1;2;1;offpiste
24346;29.04.2016;0;2015/16;VS;Sattelhorn;7.963173529291876;46.46762668992894;25;3680;SW;50;2;1;2;1;tour
24349;05.05.2016;0;2015/16;GR;Surenjoch / Piz Sardona;9.246360340303177;46.91288820033588;25;2900;ESE;44;NA;1;1;1;tour
24358;20.04.2016;0;2015/16;GR;Piz Fora;9.79676786107295;46.34570346860777;250;2810;NE;NA;3;1;1;1;tour
24359;04.07.2016;0;2015/16;VS;Bietschhorn;7.851588467127835;46.39774118028372;25;3440;E;NA;NA;1;2;0;tour
24409;06.01.2017;0;2016/17;VS;;7.100044048394715;46.19857816240829;25;2508;ENE;43;3;1;1;1;tour
24410;07.01.2017;0;2016/17;UR;Gemsstock/ Luterseeli;8.614089275509748;46.61425686475694;25;2460;NW;43;3;1;5;1;offpiste
24420;21.01.2017;0;2016/17;SZ;Forstberg;8.825484810907021;47.00161987350339;25;2130;N;42;2;1;1;1;tour
24441;04.02.2017;0;2016/17;VS;Furggulti / Obere Stafel;8.207783595263928;46.34208694411366;25;2300;S;NA;3;1;3;1;tour
24444;05.02.2017;0;2016/17;VS;Hohture / Wasenalp;8.066957792040519;46.28398692273638;25;2205;NNE;49;3;1;1;0;tour
24463;22.02.2017;0;2016/17;VS;Balmhorn;7.6902194633821965;46.42385163813932;25;3590;S;NA;2;1;1;1;tour
24467;02.03.2017;0;2016/17;GR;Piz Sezner;9.103172790540317;46.70879363375194;25;2273;N;33;3;1;2;1;offpiste
24549;21.09.2017;0;2016/17;BE;Eiger / Eismeer;8.00853453669223;46.57167011800918;100;3390;E;NA;NA;1;2;0;tour
24600;14.11.2017;0;2017/18;OW;Laub / Titlis;8.418179595023217;46.78996318399594;25;2350;NW;43;3;1;1;1;offpiste
24604;10.12.2017;0;2017/18;VS;Ovronnaz / Combe des Genevois;7.146608567137854;46.20475250115949;25;1775;NNE;44;3;1;1;1;offpiste
24619;23.12.2017;0;2017/18;GR;Glattwang;9.713685251908244;46.88147131850596;25;2315;NW;47;2;1;1;1;tour
24620;25.12.2017;0;2017/18;VS;Hofathorn;7.940882424841094;46.373181607786655;25;2795;E;41;2;1;1;1;tour
24621;23.12.2017;0;2017/18;VS;Meidspitz;7.660278293368873;46.22744714322231;25;2890;SW;43;3;1;3;2;tour
24626;31.12.2017;0;2017/18;GR;Oberalppass / Pazolastock;8.670895479203763;46.64919316637867;25;2330;E;45;3;1;2;1;tour
24628;31.12.2017;0;2017/18;BE;;7.7650370453018995;46.51325784847768;25;2650;SW;38;3;1;2;1;tour
24651;18.01.2018;0;2017/18;VS;Ovronnaz / Saille;7.144970950675304;46.20812160911323;25;1760;ENE;41;4;1;2;2;offpiste
24652;19.01.2018;0;2017/18;BE;Obersimmental / Gumenihubel;7.370464167028516;46.481140716339944;25;1748;N;NA;3;2;2;2;tour
24714;17.02.2018;0;2017/18;GR;Val Fenga / Fuorcla Larain;10.249814944477865;46.91523027711647;25;2400;ENE;37;3;1;1;1;tour
24715;24.02.2018;0;2017/18;BE;;7.335224051232518;46.35373679247589;25;2525;N;33;2;1;1;1;tour
24716;24.02.2018;0;2017/18;VS;Couloir de la Tsa;7.523218342178254;46.02334334258678;25;3500;W;NA;2;1;4;2;tour
24727;01.03.2018;0;2017/18;VS;;7.116053992116854;45.9278315970518;25;2290;NW;37;3;2;2;2;tour
24728;04.03.2018;0;2017/18;VS;March/Violenhorn;7.792856435119488;46.244291349230465;25;2790;NNE;40;2;1;1;1;tour
24748;10.06.2018;0;2017/18;VS;Lenzspitze;7.869675222100334;46.10481615876328;25;4220;NE;54;NA;1;1;1;tour
24753;08.03.2018;0;2017/18;VS;Torgon / La Jorette;6.85686415002303;46.305597644251925;25;1570;NNE;35;3;1;1;1;tour
24769;16.03.2018;0;2017/18;VS;;7.26801426970925;46.12008291856351;25;2285;WSW;35;3;4;6;5;offpiste
24806;31.03.2018;0;2017/18;VS;Fiescheralp / Talegga;8.105247076290123;46.42792814843794;25;2505;NNW;NA;3;3;5;5;tour
24830;24.03.2018;0;2017/18;VS;Zmuttweg;7.723381156232816;46.013030145265816;25;2360;SE;33;2;1;1;1;transportation.corridor
24860;30.04.2018;0;2017/18;VS;Feejoch;7.886547644381465;46.049201775152135;25;3670;NNE;NA;3;1;2;1;tour
25122;03.01.2019;0;2018/19;GR;;9.959108225214408;46.76760667000923;25;2770;SW;41;3;1;1;1;tour
